uni_address,ukprn,university,kiscourseid,degree_type,programme,salary_respondents,salary_lq,salary_median,salary_uq,overall_rating,student_experience_rating,student_outcomes_rating,option_sandwich_year,option_year_abroad,option_foundation_year,option_distance_learning,crseurl,supporturl,lturl,employurl,qs_uni_name
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1PHIL006UU-202324,BA,Philosophy and Russian,70,24321.428571428572,28000,32000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/philosophy/ba-philosophy-and-russian/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1PHIL006U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1PHIL005UU-202324,BA,Philosophy and Spanish,40,24000,28375,32000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/philosophy/ba-philosophy-and-spanish/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1PHIL005U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1PHIL009UU-202324,BA,Philosophy and Theology,40,24187.5,28000,31250,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/philosophy/ba-philosophy-and-theology/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1PHIL009U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS001UU-202324,BSc,Physics,50,26500,30000,35000,Silver,Silver,Gold,No,No,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/physics/bsc-physics/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS001U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS003UU-202324,MSci,Physics,50,26500,30000,35000,Silver,Silver,Gold,No,No,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/physics/msci-physics/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS003U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS007UU-202324,BSc,Physics and Philosophy,75,25666.666666666668,29333.333333333332,34000,Silver,Silver,Gold,No,No,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics/bsc-physics-and-philosophy/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS007U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS021UU-202324,MSci,Physics and Philosophy,75,25666.666666666668,29333.333333333332,34000,Silver,Silver,Gold,No,No,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics/msci-physics-and-philosophy/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS021U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS006UU-202324,BSc,Physics with Astrophysics,105,26761.904761904763,30000,35261.90476190476,Silver,Silver,Gold,No,No,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics/bsc-physics-with-astrophysics/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS006U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS015UU-202324,MSci,Physics with Astrophysics,105,26761.904761904763,30000,35261.90476190476,Silver,Silver,Gold,No,No,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics/msci-physics-with-astrophysics/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS015U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS030UU-202324,BSc,Physics with Computing,85,30000,34117.64705882353,41176.470588235294,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics-computing/bsc-physics-with-computing/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS030U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS031UU-202324,MSci,Physics with Computing,85,30000,34117.64705882353,41176.470588235294,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics-computing/msci-physics-with-computing/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS031U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS033UU-202324,MSci,Physics with Computing with Industrial Experience,85,30000,34117.64705882353,41176.470588235294,Silver,Silver,Gold,Yes,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics-computing/msci-physics-with-computing-with-industrial-experience/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS033U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS019UU-202324,MSci,Physics with Industrial Experience,50,26500,30000,35000,Silver,Silver,Gold,Yes,No,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics/msci-physics-with-industrial-experience/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS019U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1INOV010UU-202324,MSci,Physics with Innovation,95,27684.21052631579,31894.736842105263,36894.73684210526,Silver,Silver,Gold,No,No,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/innovation/msci-physics-with-innovation/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1INOV010U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS009UU-202324,MSci,Physics with International Experience,50,26500,30000,35000,Silver,Silver,Gold,No,Yes,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/physics/msci-physics-with-international-experience/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=2PHYS009U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PHYS028UU-202324,MSci,Physics with Study Abroad in a Modern Language,50,26500,30000,35000,Silver,Silver,Gold,No,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/physics/msci-physics-with-study-abroad-in-a-modern-language/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?ayrCode=25%2F26&byCohort=Y&programmeCode=2PHYS028U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,7PHPH005UU-202324,MSci,Physiological Science,15,22000,25000,30000,Silver,Silver,Gold,No,No,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/physiology/msci-physiological-science/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=7PHPH005U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,7PYSI002UU-202324,BSc,Physiological Science,15,22000,25000,30000,Silver,Silver,Gold,No,No,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/physiology/bsc-physiological-science/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=7PYSI002U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,7BISC004UU-202324,BSc,Plant Sciences,50,23000,26000,29500,Silver,Silver,Gold,No,No,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/biological-sciences/bsc-plant-sciences/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=7BISC004U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,7BISC002UU-202324,MSci,Plant Sciences,50,23000,26000,29500,Silver,Silver,Gold,No,No,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/biological-sciences/msci-plant-sciences/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=7BISC002U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1POLI001UU-202324,BA,Politics and French,70,24000,28000,31500,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/ba-politics-and-french/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1POLI001U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1POLI002UU-202324,BA,Politics and German,50,24300,28600,32900,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/ba-politics-and-german/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1POLI002U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPAI002UU-202324,BSc,Politics and International Relations,35,24000,28000,32000,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/bsc-politics-and-international-relations/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPAI002U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPAI003UU-202324,BSc,Politics and International Relations with Study Abroad,35,24000,28000,32000,Silver,Silver,Gold,No,Yes,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/bsc-politics-and-international-relations-with-study-abroad/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPAI003U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1POLI003UU-202324,BA,Politics and Italian,50,23700,27850,31400,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/ba-politics-and-italian/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1POLI003U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1POLI006UU-202324,BA,Politics and Portuguese,50,24000,28300,32000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/ba-politics-and-portuguese/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1POLI006U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1POLI005UU-202324,BA,Politics and Russian,80,24281.25,28000,32000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/ba-politics-and-russian/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1POLI005U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9POLI007UU-202324,BSc,Politics and Sociology,55,23454.545454545456,27090.909090909092,30727.272727272728,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/bsc-politics-and-sociology/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9POLI007U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1POLI004UU-202324,BA,Politics and Spanish,50,24000,28300,32000,Silver,Silver,Gold,Yes,Yes,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/politics-international-relations/ba-politics-and-spanish/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1POLI004U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9POLI021UU-202324,BSc,Politics with Quantitative Research Methods,35,24000,28000,32000,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/quantitative-research-methods/bsc-politics-with-quantitative-research-methods/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9POLI021U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9POLI020UU-202324,MSci,Politics with Quantitative Research Methods,35,24000,28000,32000,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/quantitative-research-methods/msci-politics-with-quantitative-research-methods/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9POLI020U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPAI004UU-202324,BSc,Politics with Quantitative Research Methods with Study Abroad,35,24000,28000,32000,Silver,Silver,Gold,No,Yes,No,No,https://www.bristol.ac.uk/study/undergraduate/2025/quantitative-research-methods/bsc-politics-with-quantitative-research-methods/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?ayrCode=25%2F26&byCohort=Y&programmeCode=9SPAI004U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,2PSYC001UU-202324,BSc,Psychology,40,25000,27000,30500,Silver,Silver,Gold,No,No,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/psychology/bsc-psychology/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=7PSYC001U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,7PHPH002UU-202324,MSci,Psychology and Neuroscience,85,23941.17647058823,26470.58823529412,30235.29411764706,Silver,Silver,Gold,No,No,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/neuroscience/msci-psychology-and-neuroscience/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?ayrCode=25%2F26&byCohort=Y&programmeCode=7PHPH002U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9EDUC002UU-202324,BSc,Psychology in Education,10,22000,27000,29000,Silver,Silver,Gold,No,No,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/education/bsc-psychology-in-education/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9EDUC002U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9EDUC005UU-202324,BSc,Psychology in Education with Study Abroad,10,22000,27000,29000,Silver,Silver,Gold,No,Yes,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/education/bsc-psychology-in-education-with-study-abroad/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?ayrCode=25%2F26&byCohort=Y&programmeCode=9EDUC005U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1INOV011UU-202324,MSci,Psychology with Innovation,85,27117.647058823528,30705.882352941175,35000,Silver,Silver,Gold,No,No,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/innovation/msci-psychology-with-innovation/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1INOV011U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1THRS001UU-202324,BA,Religion and Theology,15,24500,28000,30000,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/religion-theology/ba-religion-and-theology/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1THRS005U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1THRS006UU-202324,MArts,Religion and Theology with Study Abroad,15,24500,28000,30000,Silver,Silver,Gold,No,Yes,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/religion-theology/marts-religion-and-theology-with-study-abroad/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1THRS006U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,1RUSS001UU-202324,BA,Russian,45,24500,28000,32000,Silver,Silver,Gold,Yes,Yes,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/modern-languages/ba-modern-languages/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=1RUSS001U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPOL005UU-202324,BSc,Social Policy,30,24000,26500,28000,Silver,Silver,Gold,No,No,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/social-policy/bsc-social-policy/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPOL005U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPOL007UU-202324,BSc,Social Policy and Politics,65,24000,27307.69230769231,30153.846153846152,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/social-policy/bsc-social-policy-and-politics/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPOL007U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPOL002UU-202324,BSc,Social Policy and Sociology,50,23400,26100,28200,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/social-policy/bsc-social-policy-and-sociology/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPOL002U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPOL028UU-202324,BSc,Social Policy with Criminology,30,24000,26500,28000,Silver,Silver,Gold,No,No,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/social-policy/bsc-social-policy-with-criminology/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPOL028U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPOL045UU-202324,BSc,Social Policy with Quantitative Research Methods,30,24000,26500,28000,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/quantitative-research-methods/bsc-social-policy-with-quantitative-research-methods/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPOL045U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SPOL024UU-202324,BSc,Social Policy with Study Abroad,30,24000,26500,28000,Silver,Silver,Gold,No,Yes,No,No,http://www.bristol.ac.uk/study/undergraduate/2025/social-policy/bsc-social-policy-with-study-abroad/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SPOL024U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SOCI001UU-202324,BSc,Sociology,20,22500,25500,28500,Silver,Silver,Gold,No,No,Yes,No,http://www.bristol.ac.uk/study/undergraduate/2025/sociology/bsc-sociology/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SOCI001U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SOCI005UU-202324,BSc,Sociology and Philosophy,45,23333.333333333332,26888.88888888889,30444.444444444445,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/sociology/bsc-sociology-and-philosophy/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SOCI005U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SOCI007UU-202324,BSc,Sociology with Quantitative Research Methods,20,22500,25500,28500,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/quantitative-research-methods/bsc-sociology-with-quantitative-research-methods/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SOCI007U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
"Beacon House, Queens Rd, Bristol BS8 1QU",10007786,University of Bristol,9SOCI006UU-202324,MSci,Sociology with Quantitative Research Methods,20,22500,25500,28500,Silver,Silver,Gold,No,No,Yes,No,https://www.bristol.ac.uk/study/undergraduate/2025/quantitative-research-methods/msci-sociology-with-quantitative-research-methods/,http://www.bristol.ac.uk/fees-funding/,https://www.bris.ac.uk/unit-programme-catalogue/RouteStructureCohort.jsa?byCohort=Y&ayrCode=25%2F26&programmeCode=9SOCI006U,http://www.bris.ac.uk/careers/be-inspired/bristol-graduates/,University of Bristol
