ukprn,kiscourseid,university_name,title,degree_type,median_salary,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req,url,provaddress,placement_year,year_abroad,foundation_year_available,offer_rate
10007158,1107,University of Southampton,Biomedical Engineering with Industrial Studies,MEng,31500,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation), and 6 at Higher Level in either Physics, Chemistry or Biology",https://www.southampton.ac.uk/courses/biomedical-engineering-with-industrial-studies-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1108,University of Southampton,Medical Engineering with Industrial Placement Year,MEng,30000,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall with 19 points required at Higher Level, including 6 at Higher Level in either Biology, Chemistry or Physics and 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/medical-engineering-with-industrial-placement-year-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1110,University of Southampton,Electrical and Electronic Engineering,MEng,35000,A*AA,A pass in the science Practical is required where it is separately endorsed.  Offers typically exclude General Studies and Critical Thinking. Applicants who have not studied the required subjects can apply for the,38,"Pass, with 38 points overall with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation), and 6 at Higher Level in either Physics or Computer Science.",https://www.southampton.ac.uk/courses/electrical-electronic-engineering-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1111,University of Southampton,Mechatronic Engineering,MEng,31500,A*AA,A pass in the science Practical is required where it is separately endorsed.  Offers typically exclude General Studies and Critical Thinking. Applicants who have not studied the required subjects can apply for the,38,"Pass, with 38 points overall with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation), and 6 at Higher Level in Physics",https://www.southampton.ac.uk/courses/mechatronic-engineering-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1112,University of Southampton,Aerospace Electronic Engineering,MEng,35000,A*AA,A pass in the science Practical is required where it is separately endorsed.  Offers typically exclude General Studies and Critical Thinking. Applicants who have not studied the required subjects can apply for the,38,"Pass, with 38 points overall with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation), and 6 at Higher Level in Physics",https://www.southampton.ac.uk/courses/aerospace-electronic-engineering-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1113,University of Southampton,Software Engineering,MEng,37000,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall, with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/software-engineering-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1114,University of Southampton,Electrical Engineering,MEng,35000,A*AA,A pass in the science Practical is required where it is separately endorsed.  Offers typically exclude General Studies and Critical Thinking. Applicants who have not studied the required subjects can apply for the,38,"Pass, with 38 points overall with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation), and 6 at Higher Level in physics",https://www.southampton.ac.uk/courses/electrical-engineering-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1115,University of Southampton,Electronic Engineering,MEng,35000,A*AA,A pass in the science Practical is required where it is separately endorsed.  Offers typically exclude General Studies and Critical Thinking. Applicants who have not studied the required subjects can apply for the,38,"Pass, with 38 points overall with 19 points required at Higher Level, including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation), and 6 at Higher Level in either Physics or Computer Science.",https://www.southampton.ac.uk/courses/electronic-engineering-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1118,University of Southampton,Computer Science,MEng,37000,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall, with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/computer-science-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1119,University of Southampton,English and Modern Languages,BA,25500,AAB,"Offers typically exclude General Studies and Critical Thinking.  Essay writing subjects include: History, English Language and Literature, English Language, English Literature, Drama and Theatre Studies, Modern Languages, Philosophy, Religious Studies, Classical Civilisation, Politics, Geography, Sociology, Latin or any other humanities-based essay writing subjects.",34,"Pass, with 34 points overall with 17 points at Higher Level, including 5 at Higher Level in an essay writing subject*",https://www.southampton.ac.uk/courses/one-modern-language-english-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1120,University of Southampton,"Modern Languages and Politics (1 language: French, German or Spanish)",BA,28000,ABB,Offers typically exclude General Studies and Critical Thinking.,32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 at Higher Level in one named language.",https://www.southampton.ac.uk/courses/one-modern-language-politics-french-german-spanish-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1121,University of Southampton,"Modern Languages and Business Management (1 language: French, German or Spanish)",BSc,30000,ABB,"Offers typically exclude General Studies and Critical Thinking.  We can accept a grade 5 in GCSE mathematics if you achieve grade B in A level Maths, Physics, Economics, Geography, Psychology or Business.",32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 at Higher Level in one named language, and Grade 6 (Grade B) in GCSE Mathematics",https://www.southampton.ac.uk/courses/one-modern-language-business-management-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1122,University of Southampton,"Modern Languages and Linguistics (1 Language: French, German or Spanish)",BA,25500,ABB,Offers typically exclude General Studies and Critical Thinking.,32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 at Higher Level in one named language.",https://www.southampton.ac.uk/courses/one-modern-language-linguistics-french-german-spanish-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1123,University of Southampton,"Modern Languages and Linguistics (2 languages: French, German or Spanish)",BA,25500,ABB,Offers typically exclude General Studies and Critical Thinking. Strong candidates with an A level in one language but with no previous knowledge of the other language may still apply for this programme. Students on this route would study accelerated language classes from beginner’s level.,32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 at Higher Level in one named language",https://www.southampton.ac.uk/courses/two-modern-languages-linguistics-french-german-spanish-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1124,University of Southampton,History and Modern Languages,BA,25500,AAB,"Offers typically exclude General Studies and Critical Thinking.  *Essay writing subjects include History, English, Philosophy, Politics, Law, Criminology, Sociology, Geography, Religious Studies, Classical Civilisation, Latin or other humanities based essay writing subjects.",34,"Pass, with 34 points overall with 17 points at Higher Level, including 5 at Higher Level in an essay writing subject*",https://www.southampton.ac.uk/courses/one-modern-language-history-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1125,University of Southampton,Modern Languages and Philosophy (1 language: French or German),BA,25500,ABB,Offers typically exclude General Studies and Critical Thinking.,32,"Pass, with 32 points overall with 16 points at Higher Level",https://www.southampton.ac.uk/courses/one-modern-language-philosophy-french-german-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1126,University of Southampton,"Modern Languages and Linguistics (1 language: French, German or Spanish)",MLang,25500,AAA,Offers typically exclude General Studies and Critical Thinking.,36,"Pass, with 36 points overall with 18 points at Higher Level, including 6 at Higher Level in one named language",https://www.southampton.ac.uk/courses/one-modern-language-linguistics-french-german-spanish-degree-mlang,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1127,University of Southampton,"Modern Languages and Linguistics (2 languages: French, German or Spanish)",MLang,25500,AAA,Offers typically exclude General Studies and Critical Thinking. Strong candidates with an A level in one language but with no previous knowledge of the other language may still apply for this programme. Students on this route would study accelerated language classes from beginner’s level.,36,"Pass, with 36 points overall with 18 points at Higher Level, including 6 at Higher Level in one named language",https://www.southampton.ac.uk/courses/two-modern-languages-linguistics-french-german-spanish-degree-mlang,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,1129,University of Southampton,International Business,BSc,30000,AAA,Excluded subjects are General Studies.,36,"Pass, with 36 points overall with 18 points at Higher Level",https://www.southampton.ac.uk/courses/international-business-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,Yes,No,NA
10007158,113,University of Southampton,Politics and Economics,BSc,31500,ABB,"Excluded subjects are General Studies, Use of Maths and Critical Thinking.",32,"Pass, with 32 points overall with 16 at Higher Level, including 5 points from Higher Level Mathematics (Analysis and Approaches or Applications and Interpretation)",https://www.southampton.ac.uk/courses/politics-economics-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,1130,University of Southampton,Computer Engineering,BEng,37000,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall, with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/computer-engineering-degree-beng,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,1132,University of Southampton,Artificial Intelligence,MEng,37000,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall, with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/artificial-intelligence-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,1136,University of Southampton,Computer Engineering,MEng,35000,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall, with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/computer-engineering-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,1140,University of Southampton,Artificial Intelligence,BEng,37000,A*AA,A pass in the science Practical is required where it is separately endorsed.,38,"Pass, with 38 points overall, with 19 points required at Higher Level including 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/artificial-intelligence-degree-beng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,Yes,NA
10007158,1145,University of Southampton,Mechanical Engineering / Manufacturing,MEng,31500,A*AA,A pass in the science Practical is required where it is separately endorsed. Offers typically exclude General Studies and Critical Thinking. Applicants who have not studied mathematics and/or physics at A-level can apply for the,38,"Pass, with 38 points overall with 19 points required at Higher Level, including 6 at Higher Level in Physics and 6 at Higher Level in Mathematics (Analysis and Approaches) or 7 at Higher Level in Mathematics (Applications and Interpretation)",https://www.southampton.ac.uk/courses/mechanical-engineering-manufacturing-degree-meng,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1147,University of Southampton,Environmental Geoscience,BSc,28000,ABB,"Preferred Science Subjects are Biology, Chemistry, Physics, Maths and Geology.",32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 in two Higher Level acceptable/preferred science subjects.",https://www.southampton.ac.uk/courses/environmental-geoscience-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1148,University of Southampton,Environmental Geoscience,MSci,28000,AAB,"Preferred Science Subjects are Biology, Chemistry, Physics, Maths and Geology.",34,"Pass, with 34 points overall with 17 points at Higher Level, including 6 and 5 in two Higher Level acceptable/preferred science subjects.",https://www.southampton.ac.uk/courses/environmental-geoscience-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1149,University of Southampton,Marine Biology with Oceanography,BSc,27500,ABB,"Offers typically exclude General Studies and Critical Thinking. Acceptable science subjects are Chemistry, Maths, Environmental Science, Geology, Geography or Physics.Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 at Higher Level Biology and one further Higher Level science subject",https://www.southampton.ac.uk/courses/marine-biology-with-oceanography-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1150,University of Southampton,Marine Biology with Oceanography,MSci,27500,AAB,"Offers typically exclude General Studies and Critical Thinking. Acceptable science subjects are Chemistry, Maths, Environmental Science, Geology, Geography or Physics.Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",34,"Pass, with 34 points overall with 17 points at Higher Level, including 5 and 6 at Higher Level Biology and one further Higher Level science subject",https://www.southampton.ac.uk/courses/marine-biology-with-oceanography-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1151,University of Southampton,Biology and Marine Biology,BSc,27500,ABB,"Offers typically exclude General Studies and Critical Thinking. Preferred subjects are Chemistry, Maths, Environmental Science, Geology, Geography or Physics.Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 at Higher Level Biology and one further Higher Level in a preferred subject",https://www.southampton.ac.uk/courses/biology-marine-biology-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1152,University of Southampton,Biology and Marine Biology,MSci,27500,AAB,"Offers typically exclude General Studies and Critical Thinking. Acceptable science subjects are Chemistry, Maths, Environmental Science, Geology, Geography or Physics.Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required. Offers typically exclude General Studies.",34,"Pass, with 34 points overall with 17 points at Higher Level, including 5 and 6 at Higher Level Biology one further Higher Level science subject",https://www.southampton.ac.uk/courses/biology-marine-biology-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1153,University of Southampton,Biochemistry,BSc,26000,AAB,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Biology, Human Biology, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",34,"Pass with overall score of 34 points, with 17 points at higher level, including 5 and 6 points at Higher Level in Chemistry and one further science subject",https://www.southampton.ac.uk/courses/biochemistry-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1154,University of Southampton,Biochemistry,MSci,31500,AAA,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Biology, Human Biology, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",36,"Pass with overall score of 36 points, with 18 points at Higher Level, including 6 points at Higher Level in Chemistry and one further science subject.",https://www.southampton.ac.uk/courses/biochemistry-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1156,University of Southampton,Neuroscience,MSci,26000,AAA,"A level science subjects considered include Biology, Human Biology, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",36,"Pass with overall score of 36 points, with 18 points at Higher Level, including 6 points at Higher Level in Chemistry and one further science subject",https://www.southampton.ac.uk/courses/neuroscience-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1157,University of Southampton,Pharmacology,BSc,28000,AAB,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Biology, Human Biology, Physics, Maths, Psychology, Environmental Studies, Statistics, Geography and Geology. Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",34,"Pass with overall score of 34 points, with 17 points required at Higher Level, including 5 and 6 points at Higher Level in Chemistry and one further science subject",https://www.southampton.ac.uk/courses/pharmacology-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1159,University of Southampton,Biology,BSc,28500,AAB,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Chemistry, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",34,"Pass with overall score of 34 points, with 17 points at Higher Level, including 5 and 6 points at Higher Level in Biology and one further science subject",https://www.southampton.ac.uk/courses/biology-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1160,University of Southampton,Biology,MSci,31500,AAA,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Chemistry, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",36,"Pass with overall score of 36 points, with 18 points at Higher Level, including 6 points at Higher Level in Biology and one further science subject",https://www.southampton.ac.uk/courses/biology-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1161,University of Southampton,Zoology,BSc,27500,AAB,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Chemistry, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",34,"Pass with overall score of 34 points, with 17 points required at Higher Level, including 5 and 6 points at Higher Level in Biology and one further science subject",https://www.southampton.ac.uk/courses/zoology-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1162,University of Southampton,Zoology,MSci,27500,AAA,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Chemistry, Physics, Maths, Psychology, Environmental Studies, Geography and Geology. Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",36,"Pass with overall score of 36 points, with 18 points at Higher Level, including 6 points at Higher Level in Biology and one further science subject",https://www.southampton.ac.uk/courses/zoology-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1163,University of Southampton,Audiology,BSc,33000,ABB,ABB including a science-related subject (minimum grade B),32,"32 points overall, 16 at HL, including 5 at HL in a science-related subject",https://www.southampton.ac.uk/courses/audiology-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1165,University of Southampton,Biomedical Sciences,BSc,31500,AAB,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Biology, Human Biology, Chemistry, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",34,"Pass with overall score of 34 points, with 17 points at Higher Level, including 5 and 6 points at Higher Level in Chemistry or Biology and one further science subject",https://www.southampton.ac.uk/courses/biomedical-sciences-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1166,University of Southampton,Biomedical Sciences,MSci,31500,AAA,"Offers typically exclude General Studies and Critical Thinking. A level science subjects considered include Biology, Human Biology, Chemistry, Physics, Maths, Psychology, Environmental Studies, Geography and Geology.  Where this offer is satisfied by including grades achieved in either Biology, Chemistry or Physics, a Pass in the practical science assessment is additionally required.",36,"Pass with overall score of 36 points, with 18 points at Higher Level, including 6 points at Higher Level in Chemistry or Biology and one further science subject",https://www.southampton.ac.uk/courses/biomedical-sciences-degree-msci,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1167,University of Southampton,Midwifery,BSc,28000,AAB,"Offers typically exclude General Studies and Critical Thinking. Acceptable sciences are Biology, Chemistry, Physics, Mathematics, Physical Education, Psychology and Sociology.",34,Pass with 34 points overall with 17 points at Higher Level.,https://www.southampton.ac.uk/courses/midwifery-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1168,University of Southampton,Physiotherapy,BSc,28500,AAB,"Offers typically exclude General Studies and Critical Thinking. Pure Sciences are Biology, Chemistry and Physics.",34,Pass with 34 points overall with 17 points at Higher Level including a pure science,https://www.southampton.ac.uk/courses/physiotherapy-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1169,University of Southampton,Occupational Therapy,BSc,28000,BBB,"Offers typically exclude General Studies and Critical Thinking. Acceptable science or social sciences are Biology, Chemistry, Physics, Sociology and Psychology.",30,Pass with 30 points overall with 15 points at Higher Level including a science or social science subject.,https://www.southampton.ac.uk/courses/occupational-therapy-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1170,University of Southampton,Cardiac Physiology (Healthcare Science),BSc,35000,ABB,"Offers typically exclude General Studies and Critical Thinking. Science A-levels are Biology, Chemistry, Physics, PE and Maths",32,Pass with 32 points overall with 16 points at Higher Level including a science,https://www.southampton.ac.uk/courses/cardiac-physiology-healthcare-science-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,Yes,NA
10007158,1173,University of Southampton,Business Management and Accounting,BSc,30000,AAB,Excluded subjects are General Studies.,34,"Pass, with 34 points overall with 17 points at Higher Level",https://www.southampton.ac.uk/courses/business-management-accounting-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1174,University of Southampton,Business Management and Accounting with Placement Year,BSc,30000,AAB,Excluded subjects are General Studies.,34,"Pass, with 34 points overall with 17 points at Higher Level",https://www.southampton.ac.uk/courses/business-management-accounting-with-placement-year-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1175,University of Southampton,Business Management and Human Resource Management,BSc,30000,AAB,Excluded subjects are General Studies.,34,"Pass, with 34 points overall with 17 points at Higher Level",https://www.southampton.ac.uk/courses/business-management-human-resource-management-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1176,University of Southampton,Business Management and Human Resource Management with Placement Year,BSc,30000,AAB,Excluded subjects are General Studies.,34,"Pass, with 34 points overall with 17 points at Higher Level",https://www.southampton.ac.uk/courses/business-management-human-resource-management-with-placement-year-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1177,University of Southampton,Accounting and Taxation,BSc,32000,AAB,Excluded subjects are General Studies.,34,"Pass, with 34 points overall with 17 points at Higher Level",https://www.southampton.ac.uk/courses/accounting-taxation-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,1178,University of Southampton,Accounting and Taxation with Placement Year,BSc,32000,AAB,Excluded subjects are General Studies.,34,"Pass, with 34 points overall with 17 points at Higher Level",https://www.southampton.ac.uk/courses/accounting-taxation-with-placement-year-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,118,University of Southampton,Economics and Accounting,BSc,31500,AAB,"Excluded subjects are General Studies, Use of Maths and Critical Thinking. If you are taking four A levels, you will receive the standard offer as well as an alternative offer of ABBB including Maths.",34,"Pass, with 34 points overall with 17 at Higher Level, including 5 points from Higher Level Mathematics (Analysis and Approaches or Applications and Interpretation)",https://www.southampton.ac.uk/courses/economics-accounting-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,No,No,NA
10007158,12,University of Southampton,Chemistry,MChem,27500,AAA,"Accepted A-level science subjects include biology, human biology, physics, mathematics, further mathematics, psychology, geography and geology. General Studies, Critical Thinking and use of mathematics are excluded for entry. A pass in all science practical components is required where applicable.",36,"Pass, with 36 points overall with 18 points at Higher Level, including 6 at Higher Level in chemistry or Pass, with 34 points overall with 6,6,5 in three Higher Level subjects including chemistry and an additional science subject.",https://www.southampton.ac.uk/courses/chemistry-degree-mchem,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,122,University of Southampton,"Mathematics, Operational Research, Statistics and Economics",BSc,30000,AAA,If a STEP paper is taken alongside three A-levels then the offer will be AAB including Mathematics (grade A). We accept either of the two STEP papers. For more details about STEP see the Admissions Testing Service Website.,36,"Pass, with 36 points overall with 18 at Higher Level, including 6 points from Higher Level Mathematics (Preferred Mathematics module is Analysis and Approaches, but Applications and Interpretation also considered)",https://www.southampton.ac.uk/courses/mathematics-operational-research-statistics-economics-degree-bsc,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,128,University of Southampton,Film Studies,BA,22000,ABB,"Offers typically exclude General Studies and Critical Thinking. Essay writing subjects include: English Literature, English Language and Literature, History, Philosophy, Film Studies, Law, Geography, Politics, Classical Civilisation and Religious Studies, Criminology, Psychology,  Sociology, Modern European Foreign Languages, Drama and Theatre Studies.",32,"Pass, with 32 points overall with 16 points at Higher Level",https://www.southampton.ac.uk/courses/film-studies-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,129,University of Southampton,English,BA,25500,AAB,"Offers typically exclude General Studies and Critical Thinking.  Essay writing subjects include: History, English Language and Literature, English Language, English Literature, Drama and Theatre Studies, Modern Languages, Philosophy, Religious Studies, Classical Civilisation, Politics, Geography, Sociology, Latin or any other humanities-based essay writing subjects.",34,"Pass, with 34 points overall with 17 points at Higher Level, including 5 at Higher Level in English Literature or another relevant essay writing subject.",https://www.southampton.ac.uk/courses/english-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",Yes,Yes,No,NA
10007158,13,University of Southampton,Chemistry with Medicinal Sciences,MChem,27500,AAA,"Accepted A-level science subjects include biology, human biology, physics, mathematics, further mathematics, psychology, geography and geology. General Studies, Critical Thinking and use of mathematics are excluded for entry. A pass in all science practical components is required where applicable.",36,"Pass, with 36 points overall with 18 points at Higher Level, including 6 at Higher Level in chemistry or Pass, with 34 points overall with 6,6,5 in three Higher Level subjects including chemistry and an additional science subject.",https://www.southampton.ac.uk/courses/chemistry-with-medicinal-sciences-degree-mchem,"University Rd, Southampton SO17 1BJ, United Kingdom",No,No,No,NA
10007158,134,University of Southampton,English and History,BA,25500,AAB,"Essay writing subjects include: History, English Language and Literature, English Language, English Literature, Drama and Theatre Studies, Modern Languages, Philosophy, Religious Studies, Classical Civilisation, Politics, Geography, Sociology, Latin or any other humanities-based essay writing subjects.",34,"Pass, with 34 points overall with 17 points at Higher Level, including 5 at Higher Level in an essay writing subject.",https://www.southampton.ac.uk/courses/english-history-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
10007158,135,University of Southampton,Philosophy and English,BA,25500,ABB,"Offers typically exclude General Studies and Critical Thinking.  *Essay writing subjects include History, English Language and Literature, English Language or Drama and Theatre Studies.",32,"Pass, with 32 points overall with 16 points at Higher Level, including 5 at Higher Level in an essay writing subject*",https://www.southampton.ac.uk/courses/philosophy-english-degree-ba,"University Rd, Southampton SO17 1BJ, United Kingdom",No,Yes,No,NA
