kiscourseid,title,degree_type,a_level,a_level_subjects,gcse,ib,ib_subjects,url,foundation,sandwich,yearabroad,lower_quartile_salary,median_salary,upper_quartile_salary
UBAITAASWE18,Italian and Swedish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-swedish-ba,No,No,Yes,25500,28500,35000
UBAITAAUKR18,Italian and Ukrainian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-ukrainian-ba,No,No,Yes,25500,28500,35000
UBAITAAYID18,Italian and Yiddish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Italian or Yiddish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-yiddish-ba,No,No,Yes,25500,28500,35000
UBAITASING18,Italian,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-ba,No,No,Yes,25500,28500,35000
UBAITAWFLM18,Italian with Film Studies,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-film-studies-ba,No,No,Yes,25500,28500,35000
UBAITASDUA18,Italian Studies: UCL-Venice Double Degree,BA,ABB,Italian required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Italian, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-studies-ucl-venice-double-degree-ba,No,No,Yes,25500,28500,35000
UBALNGSCLT18,Language and Culture,BA,ABB,"Foreign language required, to include the following if studied as the main language: French or Spanish grade A.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, to include a foreign language, with no higher level score below 5. Higher level subjects to include the following if studied as main languages: French or Spanish at grade 6.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/language-and-culture-ba,No,No,Yes,25500,28500,35000
UBALATAENG18,Latin and English,BA,AAB,English Literature/Language and Literature and Latin at grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including English Literature/Language and Literature and Latin at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba,No,No,No,23000,25500,30000
UBALATAENG18,Latin and English,BA,AAB,English Literature/Language and Literature and Latin at grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including English Literature/Language and Literature and Latin at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba,No,No,No,25000,25000,30000
UBLLAWSFRL18,Law with French Law,LLB,A*AA,French required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including French at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-french-law-llb,No,No,Yes,31000,48000,50000
UBLLAWSGRL18,Law with German Law,LLB,A*AA,German required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including German at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-german-law-llb,No,No,Yes,31000,48000,50000
UBLLAWSHSL18,Law with Hispanic Law,LLB,A*AA,Spanish required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-hispanic-law-llb,No,No,Yes,31000,48000,50000
UBLLAWSING18,Law,LLB,A*AA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb,No,No,No,31000,48000,50000
UBALINSING18,Linguistics,BA,AAB,English Language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A score of 17 points in three higher level subjects preferably to include English Language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-ba,No,No,No,23000,25500,30000
UBALINSINT18,Linguistics (International Programme),BA,AAB,English Language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A score of 17 points in three higher level subjects preferably to include English Language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-international-programme-ba,No,No,Yes,23000,25500,30000
UBSMANSING18,Management Science,BSc,A*AA,Mathematics with A* required. Science or Social Sciences preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, including grade 7 in Mathematics, with no score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-bsc,No,No,No,30000,34000,47500
UMSMANSING18,Management Science,MSCi,A*AA,Mathematics with A* required. Science or Social Sciences preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, including grade 7 in Mathematics, with no score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-msci,No,No,No,30000,34000,47500
UMNCOMSMAT18,Mathematical Computation,MEng,A*A*A,A* in either Mathematics or Further Mathematics required; A levels in both Mathematics and Further Mathematics preferred.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred.,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng,Yes,Yes,No,36500,52500,78000
UBSMATAPHY18,Mathematics and Physics,BSc,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics and A in Physics, or A*AA with A*A in Mathematics and Further Mathematics and A in Physics, any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA.",English Language and Mathematics at grade C or 4.,40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in higher level Mathematics and 6 in higher level Physics, or 39 overall with 19 in three higher level subjects including 7 in higher level Mathematics, 6 in higher level Physics plus a grade 2 in any STEP paper/distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-bsc,No,No,No,31000,33500,40000
UBSMATAPHY18,Mathematics and Physics,BSc,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics and A in Physics, or A*AA with A*A in Mathematics and Further Mathematics and A in Physics, any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA.",English Language and Mathematics at grade C or 4.,40,"A total of 40 points overall with 20 points in three higher level subjects including 7 in higher level Mathematics and 6 in higher level Physics, or 39 overall with 19 in three higher level subjects including 7 in higher level Mathematics, 6 in higher level Physics plus a grade 2 in any STEP paper/distinction in Mathematics AEA. The programme will accept higher level 'Mathematics: Analysis and Approaches' only.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-bsc,No,No,No,32500,37000,44000
UMSMATAPHY18,Mathematics and Physics,MSCi,A*A*A,"A*A*A with A*A* in Mathematics and Further Mathematics and A in Physics, or A*AA with A*A in Mathematics and Further Mathematics and A in Physics, any order, and a 2 in any STEP Paper or a Distinction in the Mathematics AEA.",English Language and Mathematics at grade C or 4.,40,"A total of 17 points in three higher level subjects including Mathematics and Physics at grade 6, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematics-and-physics-msci,No,No,No,31000,33500,40000
